		名詞	
@ふと	弓符「星龍弓」	名詞	心：布都のストーリースペル
@ふと	風の凶穴	名詞	心：布都の必殺技
@ふと	貴竜の矢	名詞	心：布都の必殺技
@ふと	抱水皿	名詞	心：布都の必殺技
@ふと	天の磐舟	名詞	心：布都の必殺技
@ふと	六壬神火	名詞	心：布都の必殺技
@ふと	立向坐山	名詞	心：布都の必殺技
@ふと	風符「三輪の皿嵐」	名詞	心：布都のスペル
@ふと	炎符「太乙真火」	名詞	心：布都のスペル
@ふと	「大火の改新」	名詞	心：布都 LastWord
@ふと	蠱毒皿の積重	名詞	心：布都の特技
@ふらんどーる	悪魔の妹	名詞	紅求：フランドールの二つ名
@ふらんどーる	恐ろしい波動	名詞	文：フランドールの二つ名(ターゲットコードネーム)
@ふらんどーる	ありとあらゆるものを破壊する程度の能力	名詞	紅求：フランドールの能力
@ふらんどーる	禁忌「クランベリートラップ」	名詞	紅：フランドール Extra
@ふらんどーる	禁忌「レーヴァテイン」	名詞	紅：フランドール Extra
@ふらんどーる	禁忌「フォーオブアカインド」	名詞	紅：フランドール Extra
@ふらんどーる	禁忌「カゴメカゴメ」	名詞	紅：フランドール Extra
@ふらんどーる	禁忌「恋の迷路」	名詞	紅：フランドール Extra
@ふらんどーる	禁弾「スターボウブレイク」	名詞	紅：フランドール Extra
@ふらんどーる	禁弾「カタディオプトリック」	名詞	紅：フランドール Extra
@ふらんどーる	禁弾「過去を刻む時計」	名詞	紅：フランドール Extra
@ふらんどーる	秘弾「そして誰もいなくなるか？」	名詞	紅：フランドール Extra
@ふらんどーる	QED「495年の波紋」	名詞	紅：フランドール Extra
@ふらんどーる	禁忌「フォービドゥンフルーツ」	名詞	文：Ex-1 フランドール
@ふらんどーる	禁忌「禁じられた遊び」	名詞	文：Ex-2 フランドール
@ぷりずむりばー	騒霊三姉妹	名詞	妖：プリズムリバー三姉妹の二つ名
@ぷりずむりばー	手足を使わずに楽器を演奏する程度の能力	名詞	妖：プリズムリバー三姉妹の能力
@ぷりずむりばー	手を使わずに楽器を演奏する程度の能力	名詞	求：プリズムリバー三姉妹の能力
@ぷりずむりばー	騒符「ファントムディニング」	名詞	妖：騒霊三姉妹 4面EN--
@ぷりずむりばー	騒符「ライブポルターガイスト」	名詞	妖：騒霊三姉妹 4面--HL
@ぷりずむりばー	合葬「プリズムコンチェルト」	名詞	妖：騒霊三姉妹 4面EN--
@ぷりずむりばー	騒葬「スティジャンリバーサイド」	名詞	妖：騒霊三姉妹 4面--HL
@ぷりずむりばー	大合葬「霊車コンチェルトグロッソ」	名詞	妖：騒霊三姉妹 4面EN--
@ぷりずむりばー	大合葬「霊車コンチェルトグロッソ改」	名詞	妖：騒霊三姉妹 4面--H-
@ぷりずむりばー	大合葬「霊車コンチェルトグロッソ怪」	名詞	妖：騒霊三姉妹 4面---L
@ぶんかちょう	天狗の手帖　～ Mysterious Note	名詞	文花帖：タイトル画面テーマ
@ぶんかちょう	風の循環　～ Wind Tour	名詞	文花帖：撮影曲1
@ぶんかちょう	天狗が見ている　～ Black Eyes	名詞	文花帖：撮影曲2
@ぶんかちょう	東の国の眠らない夜	名詞	文花帖：撮影曲3 / 大空魔術：Tr.03
@ぶんかちょう	レトロスペクティブ京都	名詞	文花帖：撮影曲4 / 卯酉東海道：Tr.08
@ぶんかちょう	風神少女	名詞	文花帖：撮影曲5 / 緋想天：文のテーマ / 書籍文花帖：Tr.01 // [Short Version] 花映塚：文のテーマ
@ぶんかちょう	おてんば恋娘の冒険	名詞	花映塚：チルノのテーマ / 書籍文花帖：Tr.02
@ぶんかちょう	花映塚　～ after Higan Retour	名詞	書籍文花帖：Tr.03 // [Higan Retour] 花映塚：タイトル画面テーマ
@べんべん	古びた琵琶の付喪神	名詞	輝：弁々の二つ名
@べんべん	自ら音を発して演奏できる程度の能力	名詞	輝：弁々の能力
@べんべん	平曲「祇園精舎の鐘の音」	名詞	輝：弁々：4面A ENHL
@べんべん	怨霊「耳無し芳一」	名詞	輝：弁々：4面A EN--
@べんべん	怨霊「平家の大怨霊」	名詞	輝：弁々：4面A --HL
@べんべん	楽符「邪悪な五線譜」	名詞	輝：弁々：4面A EN--
@べんべん	楽符「凶悪な五線譜」	名詞	輝：弁々：4面A --H-
@べんべん	楽符「ダブルスコア」	名詞	輝：弁々：4面A ---L
@べんべん	弦楽「嵐のアンサンブル」	名詞	輝：弁々&八橋：Extra道中
@べんべん	弦楽「浄瑠璃世界」	名詞	輝：弁々&八橋：Extra道中
@ぼうげっしょう	妖怪宇宙旅行	名詞	儚月抄(漫画版)上巻：Tr.01
@ぼうげっしょう	綿月のスペルカード　～ Lunatic Blue	名詞	儚月抄(漫画版)上巻：Tr.02
@ぼうげっしょう	呑んべぇのレムリア (Retro Ver)	名詞	儚月抄(漫画版)上巻：Tr.03 // 黄昏酒場：3面ボス・甘粕・バーレイ・天治のテーマ
@ぼうげつしょう	妖怪宇宙旅行	名詞	儚月抄(漫画版)上巻：Tr.01
@ぼうげつしょう	綿月のスペルカード　～ Lunatic Blue	名詞	儚月抄(漫画版)上巻：Tr.02
@ぼうげつしょう	呑んべぇのレムリア (Retro Ver)	名詞	儚月抄(漫画版)上巻：Tr.03 // 黄昏酒場：3面ボス・甘粕・バーレイ・天治のテーマ
@ぼうゆう	ヒロシゲ36号　～ Neo Super-Express	名詞	卯酉東海道：Tr.01
@ぼうゆう	53ミニッツの青い海	名詞	卯酉東海道：Tr.02
@ぼうゆう	竹取飛翔　～ Lunatic Princess	名詞	永夜抄：6面Bボス・輝夜のテーマ / 卯酉東海道：Tr.03
@ぼうゆう	彼岸帰航　～ Riverside View	名詞	花映塚：小町のテーマ / 緋想天：小町のテーマ / 卯酉東海道：Tr.04
@ぼうゆう	青木ヶ原の伝説	名詞	卯酉東海道：Tr.05
@ぼうゆう	お宇佐さまの素い幡	名詞	花映塚：てゐのテーマ / 卯酉東海道：Tr.06
@ぼうゆう	月まで届け不死の煙	名詞	卯酉東海道：Tr.07 // 永夜抄：Extraボス・妹紅のテーマ
@ぼうゆう	レトロスペクティブ京都	名詞	文花帖：撮影曲4 / 卯酉東海道：Tr.08
@ぼうゆう	ラクトガール　～ 少女密室	名詞	紅：4面ボス・パチュリーのテーマ / 萃：パチュリー(昼)のテーマ / 緋：パチュリーのテーマ / 卯酉東海道：Tr.09
@ぼうゆう	千年幻想郷　～ History of the Moon	名詞	永夜抄：6面Aボス・永琳のテーマ / 卯酉東海道：Tr.10
@ぼうゆう	最も澄みわたる空と海	名詞	卯酉東海道：Tr.11
@ほうらい	蓬莱伝説	名詞	蓬莱人形：Tr.01
@ほうらい	二色蓮花蝶　～ Red and White	名詞	蓬莱人形：Tr.02 // [Ancients] 秋霜玉：Extraボス・霊夢のテーマ / 非想天則：霊夢のテーマ
@ほうらい	桜花之恋塚　～ Japanese Flower	名詞	蓬莱人形：Tr.03 // [Flower of Japan] 稀翁玉：幽香のテーマ
@ほうらい	明治十七年の上海アリス	名詞	紅魔郷：3面ボス・美鈴のテーマ / 蓬莱人形：Tr.04
@ほうらい	東方怪奇談	名詞	靈異伝：地獄6～9面テーマ / 幺樂団5：Tr.05 / 蓬莱人形：Tr.05
@ほうらい	エニグマティクドール	名詞	蓬莱人形：Tr.06 // [God Knows] 稀翁玉：ミューズのテーマ
@ほうらい	サーカスレヴァリエ	名詞	蓬莱人形：Tr.07 // [機械サーカス　～ Reverie] 秋霜玉：4面ボス・マリーのテーマ
@ほうらい	人形の森	名詞	蓬莱人形：Tr.08
@ほうらい	Witch of Love Potion	名詞	蓬莱人形：Tr.09 / トルテルマジック：通常面のテーマ
@ほうらい	リーインカーネイション	名詞	蓬莱人形：Tr.10 // [Reincarnation] 夢時空：魅魔のテーマ / 幺樂団4：Tr.04
@ほうらい	U.N.オーエンは彼女なのか？	名詞	紅魔郷：Extraボス・フランドールのテーマ / 蓬莱人形：Tr.11
@ほうらい	永遠の巫女	名詞	靈異伝：1～4面、地獄16～19面のテーマ / 幺樂団5：Tr.02 / 蓬莱人形：Tr.12
@ほうらい	空飛ぶ巫女の不思議な毎日	名詞	蓬莱人形：Tr.13
@まみぞう	化け狸　十変化	名詞	神：マミゾウの二つ名
@まみぞう	いつも驚きを提供する化け狸	名詞	心：マミゾウの二つ名
@まみぞう	佐渡の二ッ岩	名詞	口：マミゾウの二つ名
@まみぞう	僅有絶無の外来妖怪	名詞	茨：マミゾウの二つ名
@まみぞう	捕らぬ狸のディスガイザー	名詞	鈴：マミゾウの二つ名
@まみぞう	化けさせる程度の能力	名詞	神口：マミゾウの能力
@まみぞう	壱番勝負「霊長化弾幕変化」	名詞	神：マミゾウ Extra
@まみぞう	弐番勝負「肉食化弾幕変化」	名詞	神：マミゾウ Extra
@まみぞう	参番勝負「延羽化弾幕変化」	名詞	神：マミゾウ Extra
@まみぞう	四番勝負「両性化弾幕変化」	名詞	神：マミゾウ Extra
@まみぞう	伍番勝負「鳥獣戯画」	名詞	神：マミゾウ Extra
@まみぞう	六番勝負「狸の化け学校」	名詞	神：マミゾウ Extra
@まみぞう	七番勝負「野生の離島」	名詞	神：マミゾウ Extra
@まみぞう	「ワイルドカーペット」	名詞	神：マミゾウ OverDrive
@まみぞう	変化「まぬけ巫女の偽調伏」	名詞	神：マミゾウ Extra
@まみぞう	「マミゾウ化弾幕十変化」	名詞	神：マミゾウ Extra
@まみぞう	狢符「満月のポンポコリン」	名詞	神：マミゾウ Extra
@まみぞう	変化「満月の花鳥園」	名詞	心：マミゾウのストーリースペル
@まみぞう	変化「鳥獣戯画」	名詞	心：マミゾウのストーリースペル
@まみぞう	変化「百鬼妖界の門」	名詞	心：マミゾウの自機・ストーリースペル
@まみぞう	「神社のお釈迦様」	名詞	心：マミゾウ(ニセ霊夢)のストーリースペル
@まみぞう	「ベンテンの琵琶法師」	名詞	心：マミゾウ(ニセ白蓮)のストーリースペル
@まみぞう	「たわむれはおわりじゃ」	名詞	心：マミゾウ(ニセ神子)のストーリースペル
@まみぞう	うつせみ地蔵変化	名詞	心：マミゾウの必殺技
@まみぞう	怪奇送り提灯	名詞	心：マミゾウの必殺技
@まみぞう	鳥獣琵琶法師	名詞	心：マミゾウの必殺技
@まみぞう	妖怪アミキリ変化	名詞	心：マミゾウの必殺技
@まみぞう	妖怪カラカッサ変化	名詞	心：マミゾウの必殺技
@まみぞう	妖怪つるべぇ変化	名詞	心：マミゾウの必殺技
@まみぞう	変化「分福熱湯風呂」	名詞	心：マミゾウのスペル
@まみぞう	「八百八狸囃子」	名詞	心：マミゾウ LastWord
@まりさ	奇妙な魔法使い	名詞	紅：魔理沙の二つ名
@まりさ	普通の黒魔術師	名詞	妖永儚：魔理沙の二つ名
@まりさ	普通の魔法使い	名詞	萃花風緋地星非輝求：魔理沙の二つ名
@まりさ	霧雨の魔法使い	名詞	緋(本編)：魔理沙の二つ名
@まりさ	普通の魔法使いさん	名詞	DS：魔理沙の二つ名(ターゲットコードネーム)
@まりさ	通りすがりの魔法使い	名詞	妖精：魔理沙の二つ名
@まりさ	強欲の魔法使い	名詞	神：魔理沙の二つ名
@まりさ	人間代表の魔法使い	名詞	心：魔理沙の二つ名
@まりさ	大胆小心な人間	名詞	茨：魔理沙の二つ名
@まりさ	極めて普通のマジシャン	名詞	鈴：魔理沙の二つ名
@まりさ	魔法を操る程度の能力	名詞	紅：魔理沙の能力
@まりさ	魔法を使う程度の能力	名詞	妖永萃花風地星求神：魔理沙の能力 / 地：パチュリーの能力
@まりさ	マジックミサイル	名詞	紅：魔理沙A(魔符)のショット / 妖：魔理沙A(魔符)の高速ショット / 神：魔理沙の低速ショット
@まりさ	魔符「スターダストレヴァリエ」	名詞	紅：魔理沙A(魔符)ボム / 妖：魔理沙A(魔符)高速ボム / 永：4B面EN-- / 花：C3 / 萃：壱符B / 緋非：魔理沙スペル
@まりさ	イリュージョンレーザー	名詞	(魔理沙ショット) 紅：B(恋符) / 妖：B(恋符)低速 / 花：C1 / 風：B(貫通) / 星：A(貫通攻撃型) / 神：高速 / 輝：高速
@まりさ	恋符「マスタースパーク」	名詞	(魔スペ) 紅：B(恋符) / 妖：B(恋符)低速 / 永：4B面EN--、自機 / 星：A(貫通型) / 神：ボム / 萃：壱符A / 緋非心：自機
@まりさ	魔符「ミルキーウェイ」	名詞	妖：魔理沙A(魔符)の低速ボム / 永：魔理沙 4B面EN--
@まりさ	マジックナパーム	名詞	妖：魔理沙A(魔符)の低速ショット
@まりさ	恋符「ノンディレクショナルレーザー」	名詞	妖：魔理沙B(恋符)の高速ボム / 永：魔理沙 4B面EN-- / 非：魔理沙のスペル
@まりさ	ストリームレーザー	名詞	妖：魔理沙B(恋符)の高速ショット
@まりさ	彗星「ブレイジングスター」	名詞	萃：魔理沙の弐符B / 緋非心：魔理沙のスペル / DS：Ex-8 魔理沙
@まりさ	儀符「オーレリーズサン」	名詞	萃：魔理沙の壱符C / 緋非：魔理沙のスペル
@まりさ	天儀「オーレリーズソーラーシステム」	名詞	萃：魔理沙の弐符C / DS：Ex-5 魔理沙
@まりさ	ミアズマスウィープ	名詞	萃：魔理沙 / 緋非：魔理沙の必殺技
@まりさ	ウィッチレイライン	名詞	萃：魔理沙 / 緋非：魔理沙の必殺技 / 心：魔理沙の必殺技
@まりさ	グラウンドスターダスト	名詞	萃：魔理沙 / 緋非：魔理沙の必殺技
@まりさ	符の壱「スターダストレヴァリエ」	名詞	萃：魔理沙のストーリースペル
@まりさ	符の弐「アステロイドベルト」	名詞	萃：魔理沙のストーリースペル
@まりさ	符の参「マスタースパーク」	名詞	萃：魔理沙のストーリースペル
@まりさ	星符「ドラゴンメテオ」	名詞	萃：魔理沙のストーリースペル / 緋非：魔理沙のスペル
@まりさ	魔空「アステロイドベルト」	名詞	永：魔理沙 4B面--HL
@まりさ	黒魔「イベントホライズン」	名詞	永：魔理沙 4B面--HL
@まりさ	恋風「スターライトタイフーン」	名詞	永：魔理沙 4B面--HL
@まりさ	恋心「ダブルスパーク」	名詞	永：魔理沙 4B面--HL
@まりさ	光符「アースライトレイ」	名詞	永：魔理沙 4B面EN-- / 非：魔理沙のスペル
@まりさ	光撃「シュート・ザ・ムーン」	名詞	永：魔理沙 4B面--HL
@まりさ	魔砲「ファイナルスパーク」	名詞	永：魔理沙 4B面-NH-、自機ラストスペル / 萃：魔理沙の弐符A / 緋非：魔理沙のスペル
@まりさ	魔砲「ファイナルマスタースパーク」	名詞	永：魔理沙 4B面---L
@まりさ	「ブレイジングスター」	名詞	永：魔理沙 LastWord //(彗星) 萃：弐符B / 緋非心：魔理沙のスペル / DS：Ex-8 魔理沙
@まりさ	スターダストミサイル	名詞	永：魔理沙のショット
@まりさ	魔符「スターダスト」	名詞	花：魔理沙 C2
@まりさ	魔符「イリュージョンスター」	名詞	花：魔理沙 ボスアタック
@まりさ	疾風怒濤	名詞	花：魔理沙 カットイン
@まりさ	スプレッドスター	名詞	風：魔理沙A(高威力)装備
@まりさ	コールドインフェルノ	名詞	風：魔理沙C(魔法使い)装備
@まりさ	メテオニックデブリ	名詞	緋非：魔理沙の必殺技
@まりさ	ラジアルストライク	名詞	緋非：魔理沙の必殺技
@まりさ	バスキースウィーパー	名詞	緋非：魔理沙の必殺技
@まりさ	デビルダムトーチ	名詞	緋非：魔理沙の必殺技
@まりさ	ナロースパーク	名詞	緋非：魔理沙の必殺技
@まりさ	アップスウィープ	名詞	緋非：魔理沙の必殺技
@まりさ	ステラミサイル	名詞	緋非：魔理沙の必殺技
@まりさ	グリーンスプレッド	名詞	緋非：魔理沙の必殺技
@まりさ	星符「エスケープベロシティ」	名詞	緋非：魔理沙のスペル
@まりさ	星符「メテオニックシャワー」	名詞	緋非：魔理沙のスペル
@まりさ	光符「ルミネスストライク」	名詞	緋非：魔理沙のスペル
@まりさ	邪恋「実りやすいマスタースパーク」	名詞	緋：魔理沙の自機・ストーリースペル / 非：魔理沙のスペル
@まりさ	星符「ポラリスユニーク」	名詞	緋：魔理沙のストーリースペル
@まりさ	天儀「オーレリーズユニバース」	名詞	緋：魔理沙のストーリースペル
@まりさ	レインボーワイヤー	名詞	地：魔理沙A(アリス)のショット
@まりさ	リモートサクリファイス	名詞	地：魔理沙A(アリス)の遠隔霊撃
@まりさ	エブリアングルショット	名詞	地：魔理沙B(パチュリー)のショット
@まりさ	ファイブシーズン	名詞	地：魔理沙B(パチュリー)の遠隔霊撃
@まりさ	空中魚雷	名詞	地：魔理沙C(にとり)のショット
@まりさ	スーパーショートウェーブ	名詞	星：魔理沙B(範囲重視型)のショット
@まりさ	魔符「アルティメットショートウェーブ」	名詞	星：魔理沙B(範囲重視型)のボム
@まりさ	マジカル産廃再利用ボム	名詞	非：魔理沙の必殺技
@まりさ	星符「グラビティビート」	名詞	非：魔理沙のスペル
@まりさ	魔廃「ディープエコロジカルボム」	名詞	非：魔理沙のスペル
@まりさ	星符「エキセントリックアステロイド」	名詞	非：魔理沙のストーリースペル
@まりさ	流光「シューティングエコー」	名詞	非：魔理沙のストーリースペル
@まりさ	魔符「マジカルＲ３６０」	名詞	非：魔理沙のストーリースペル
@まりさ	星符「オールトクラウド」	名詞	DS：Ex-2 魔理沙
@まりさ	光符「ミステリアスビーム」	名詞	妖精：Extra 魔理沙
@まりさ	光撃「シュート・ザ・リトルムーン」	名詞	妖精：Extra 魔理沙
@まりさ	魔弾「テストスレイブ」	名詞	妖精：Extra 魔理沙
@まりさ	閉符「ビッグクランチ」	名詞	妖精：Extra 魔理沙
@まりさ	恋符「マスタースパークのような懐中電灯」	名詞	妖精：Extra 魔理沙
@まりさ	魔開「オープンユニバース」	名詞	妖精：Extra 魔理沙
@まりさ	魔十字「グランドクロス」	名詞	妖精：Extra 魔理沙
@まりさ	流星「スーパーペルセイド」	名詞	妖精：Extra 魔理沙
@まりさ	「ブレイジングスターのような鬼ごっこ」	名詞	妖精：Extra 魔理沙
@まりさ	「妖精尽滅光」	名詞	妖精：Extra 魔理沙
@まりさ	星符「ミリ秒パルサー」	名詞	心：魔理沙のストーリースペル
@まりさ	魔符「ブレイズアウェイ」	名詞	心：魔理沙のストーリースペル
@まりさ	ライジングスウィープ	名詞	心：魔理沙の必殺技
@まりさ	ウィッチングブラスト	名詞	心：魔理沙の必殺技
@まりさ	ストラトフラクション	名詞	心：魔理沙の必殺技
@まりさ	スウィープアサイド	名詞	心：魔理沙の必殺技
@まりさ	パワフルドラッグ	名詞	心：魔理沙の必殺技
@まりさ	「サングレイザー」	名詞	心：魔理沙 LastWord
@まりさ	三度目の粉飾魔	名詞	心：魔理沙の特技
@まりさ	八卦ファイア	名詞	輝：魔理沙A(威力重視型)の低速ショット
@まりさ	妖器「ダークスパーク」	名詞	輝：魔理沙A(威力重視型)のボム
@まりさ	マジックドレインミサイル	名詞	輝：魔理沙B(霊力吸収型)の低速ショット
@まりさ	マジックアブソーバー	名詞	輝：魔理沙B(霊力吸収型)のボム
@みこ	聖徳道士	名詞	神口：神子の二つ名
@みこ	宇宙を司る全能道士	名詞	心：神子の二つ名
@みこ	十人の話を同時に聞く事が出来る程度の能力	名詞	神口：神子の能力
@みこ	名誉「十二階の色彩」	名詞	神：神子 6面EN--
@みこ	名誉「十二階の冠位」	名詞	神：神子 6面--HL
@みこ	仙符「日出ずる処の道士」	名詞	神：神子 6面EN-- / 心：神子のスペル
@みこ	仙符「日出ずる処の天子」	名詞	神：神子 6面--HL
@みこ	召喚「豪族乱舞」	名詞	神：神子 6面ENHL
@みこ	秘宝「斑鳩寺の天球儀」	名詞	神：神子 6面ENH-
@みこ	秘宝「聖徳太子のオーパーツ」	名詞	神：神子 6面---L
@みこ	「神霊大宇宙」	名詞	神：神子 OverDrive
@みこ	光符「救世観音の光後光」	名詞	神：神子 6面EN--
@みこ	光符「グセフラッシュ」	名詞	神：神子 6面--HL
@みこ	眼光「十七条のレーザー」	名詞	神：神子 6面EN--
@みこ	神光「逆らう事なきを宗とせよ」	名詞	神：神子 6面--HL
@みこ	「星降る神霊廟」	名詞	神：神子 6面EN--
@みこ	「生まれたての神霊」	名詞	神：神子 6面--HL
@みこ	徳符「聖徳のプレスティージ」	名詞	心：神子のストーリースペル
@みこ	光符「無限条のレーザー」	名詞	心：神子のストーリースペル
@みこ	縮地のマント	名詞	心：神子の必殺技
@みこ	デザイアの求魂	名詞	心：神子の必殺技
@みこ	黄金の剣ジパング	名詞	心：神子の必殺技
@みこ	東方のインフルーエンス	名詞	心：神子の必殺技
@みこ	テンフォールドの垂聴	名詞	心：神子の必殺技
@みこ	道符「掌の上の天道」	名詞	心：神子のスペル
@みこ	「詔を承けては必ず慎め」	名詞	心：神子 LastWord
@みこ	天職の為政者	名詞	心：神子の特技
@みすてぃあ	夜雀の怪	名詞	永花：ミスティアの二つ名
@みすてぃあ	夜雀の妖怪	名詞	求：ミスティアの二つ名
@みすてぃあ	歌で人を狂わす程度の能力	名詞	永花：ミスティアの能力
@みすてぃあ	歌で人を惑わす程度の能力	名詞	求：ミスティアの能力
@みすてぃあ	声符「梟の夜鳴声」	名詞	永：ミスティア 2面EN--
@みすてぃあ	声符「木菟咆哮」	名詞	永：ミスティア 2面--HL
@みすてぃあ	蛾符「天蛾の蠱道」	名詞	永：ミスティア 2面EN--
@みすてぃあ	毒符「毒蛾の鱗粉」	名詞	永：ミスティア 2面--H-
@みすてぃあ	猛毒「毒蛾の暗闇演舞」	名詞	永：ミスティア 2面---L
@みすてぃあ	鷹符「イルスタードダイブ」	名詞	永：ミスティア 2面ENHL
@みすてぃあ	夜盲「夜雀の歌」	名詞	永：ミスティア 2面ENHL
@みすてぃあ	夜雀「真夜中のコーラスマスター」	名詞	永：ミスティア 2面-NHL
@みすてぃあ	「ブラインドナイトバード」	名詞	永：ミスティア LastWord
@みすてぃあ	鳥符「ヒューマンケージ」	名詞	花：ミスティア C2
@みすてぃあ	鳥符「ヒューマンケージダブル」	名詞	花：ミスティア C3
@みすてぃあ	鳥符「ミステリアスソング」	名詞	花：ミスティア ボスアタック
@みすてぃあ	放歌高吟	名詞	花：ミスティア カットイン
@みすてぃあ	リトルバタリオン	名詞	花：ミスティアのC1
@みすてぃあ	バードウォッチング	名詞	花：ミスティアのExショット
@みちのはな	未知の花　魅知の旅	名詞	未知の花　魅知の旅：Tr.01
@みちのはな	無間の鐘　～ Infinite Nightmare	名詞	DS：取材のテーマ4 / 未知の花　魅知の旅：Tr.02
@みちのはな	明日ハレの日、ケの昨日	名詞	風神録：Extraテーマ / 非想天則：諏訪子のテーマ / 未知の花　魅知の旅：Tr.03
@みなみつ	水難事故の念縛霊	名詞	星口：水蜜の二つ名
@みなみつ	惨憺たる大海原	名詞	DS：水蜜の二つ名(ターゲットコードネーム)
@みなみつ	水難事故を引き起こす程度の能力	名詞	星口：水蜜の能力
@みなみつ	転覆「道連れアンカー」	名詞	星：水蜜 4面EN--
@みなみつ	転覆「沈没アンカー」	名詞	星：水蜜 4面--H-
@みなみつ	転覆「撃沈アンカー」	名詞	星：水蜜 4面---L
@みなみつ	溺符「ディープヴォーテックス」	名詞	星：水蜜 4面EN--
@みなみつ	溺符「シンカブルヴォーテックス」	名詞	星：水蜜 4面--HL
@みなみつ	湊符「ファントムシップハーバー」	名詞	星：水蜜 4面EN--
@みなみつ	湊符「幽霊船の港」	名詞	星：水蜜 4面--H-
@みなみつ	湊符「幽霊船永久停泊」	名詞	星：水蜜 4面---L
@みなみつ	幽霊「シンカーゴースト」	名詞	星：水蜜 4面-N--
@みなみつ	幽霊「忍び寄る柄杓」	名詞	星：水蜜 4面--HL
@みなみつ	錨符「幽霊船長期停泊」	名詞	DS：5-4 水蜜
@みなみつ	浸水「船底のヴィーナス」	名詞	DS：5-6 水蜜
@みなみつ	「ディープシンカー」	名詞	DS：5-8 水蜜
@みのりこ	豊かさと稔りの象徴	名詞	風口：穣子の二つ名
@みのりこ	甘い匂いのする神様	名詞	DS：穣子の二つ名(ターゲットコードネーム)
@みのりこ	豊穣を司る程度の能力	名詞	風口：穣子の能力
@みのりこ	秋符「オータムスカイ」	名詞	風：穣子 1面EN--
@みのりこ	秋符「秋の空と乙女の心」	名詞	風：穣子 1面--HL
@みのりこ	豊符「オヲトシハーベスター」	名詞	風：穣子 1面EN--
@みのりこ	豊作「穀物神の約束」	名詞	風：穣子 1面--HL
@みのりこ	実符「ウォームカラーハーヴェスト」	名詞	DS：1-4 穣子
@みのりこ	焼芋「スイートポテトルーム」	名詞	DS：1-6 穣子
@めいりん	華人小娘	名詞	紅萃非求三：美鈴の二つ名
@めいりん	色鮮やかに虹色な門番	名詞	文：美鈴の二つ名(ターゲットコードネーム)
@めいりん	気を使う程度の能力	名詞	紅求：美鈴の能力
@めいりん	華符「芳華絢爛」	名詞	紅：美鈴 3面EN--
@めいりん	華符「セラギネラ９」	名詞	紅：美鈴 3面--HL
@めいりん	虹符「彩虹の風鈴」	名詞	紅：美鈴 3面ENHL
@めいりん	幻符「華想夢葛」	名詞	紅：美鈴 3面--HL
@めいりん	彩符「彩雨」	名詞	紅：美鈴 3面EN--
@めいりん	彩符「彩光乱舞」	名詞	紅：美鈴 3面--HL
@めいりん	彩符「極彩颱風」	名詞	紅：美鈴 3面-NHL
@めいりん	彩符「彩光風鈴」	名詞	萃：美鈴の壱符A / 非：美鈴のスペル
@めいりん	極彩「彩光乱舞」	名詞	萃：美鈴の弐符A / 非：美鈴のスペル
@めいりん	光符「華光玉」	名詞	萃：美鈴の壱符B
@めいりん	極光「華厳明星」	名詞	萃：美鈴の弐符B
@めいりん	華符「破山砲」	名詞	萃：美鈴の壱符C
@めいりん	三華「崩山彩極砲」	名詞	萃：美鈴の弐符C
@めいりん	連環撃	名詞	萃：美鈴
@めいりん	螺光歩	名詞	萃：美鈴 / 非：美鈴の必殺技
@めいりん	紅砲	名詞	萃：美鈴 / 非：美鈴の必殺技
@めいりん	黄震脚	名詞	萃：美鈴 / 非：美鈴の必殺技
@めいりん	降華蹴	名詞	萃：美鈴 / 非：美鈴の必殺技
@めいりん	華符「彩光蓮華掌」	名詞	文：5-3 美鈴 / 非：美鈴のスペル
@めいりん	彩翔「飛花落葉」	名詞	文：5-5 美鈴 / 非：美鈴のストーリースペル
@めいりん	彩華「虹色太極拳」	名詞	文：5-7 美鈴 / 非：美鈴のスペル
@めいりん	芳波	名詞	非：美鈴の必殺技
@めいりん	水形太極拳	名詞	非：美鈴の必殺技
@めいりん	紅寸剄	名詞	非：美鈴の必殺技
@めいりん	虎勁	名詞	非：美鈴の必殺技
@めいりん	烈虹拳	名詞	非：美鈴の必殺技
@めいりん	地龍波	名詞	非：美鈴の必殺技
@めいりん	天龍脚	名詞	非：美鈴の必殺技
@めいりん	虹符「烈虹真拳」	名詞	非：美鈴のスペル
@めいりん	気符「星脈弾」	名詞	非：美鈴のスペル
@めいりん	撃符「大鵬拳」	名詞	非：美鈴のスペル
@めいりん	気符「地龍天龍脚」	名詞	非：美鈴のスペル
@めいりん	気符「猛虎内勁」	名詞	非：美鈴のスペル
@めいりん	星気「星脈地転弾」	名詞	非：美鈴のスペル
@めいりん	熾撃「大鵬墜撃拳」	名詞	非：美鈴のスペル
@めいりん	彩符「極彩沛雨」	名詞	非：美鈴のストーリースペル
@めでぃすん	小さなスイートポイズン	名詞	花求：メディスンの二つ名
@めでぃすん	体に優しくない人形	名詞	文：メディスンの二つ名(ターゲットコードネーム)
@めでぃすん	毒を操る程度の能力	名詞	花：メディスンの能力
@めでぃすん	毒を使う程度の能力	名詞	求：メディスンの能力
@めでぃすん	毒符「神経の毒」	名詞	花：メディスン C2、C3
@めでぃすん	毒符「憂鬱の毒」	名詞	花：メディスン ボスアタック
@めでぃすん	毒薬変じて甘露となる	名詞	花：メディスン カットイン
@めでぃすん	ポイズンビー	名詞	花：メディスンのC1
